person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_burden,emp_stability,loan_status,pd,risk_bucket,approved,risk_order
34,63000,OWN,5.0,VENTURE,G,20500,20.9,0.33,Y,8,0.3253968253968254,0.1470588235294117,1,0.4584360287421357,C - Medium Risk,True,3
48,19632,RENT,19.0,PERSONAL,C,2000,13.47,0.1,Y,12,0.10187449062754686,0.3958333333333333,0,0.4338389384398022,C - Medium Risk,True,3
25,85000,RENT,4.0,HOMEIMPROVEMENT,B,20000,,0.24,N,2,0.23529411764705882,0.16,0,0.6977499524258337,E - Highest Risk,False,5
32,27000,RENT,2.0,EDUCATION,C,6000,12.73,0.22,Y,5,0.2222222222222222,0.0625,0,0.7723309011987571,E - Highest Risk,False,5
54,129000,MORTGAGE,6.0,EDUCATION,B,9000,11.49,0.07,N,24,0.06976744186046512,0.1111111111111111,1,0.10043059694498287,A - Lowest Risk,True,1
32,45576,RENT,1.0,VENTURE,B,4000,10.99,0.09,N,9,0.0877654906090925,0.03125,0,0.22608885722846309,B - Low Risk,True,2
22,78000,MORTGAGE,3.0,EDUCATION,A,12000,6.54,0.15,N,3,0.15384615384615385,0.1363636363636363,0,0.1917687545779848,B - Low Risk,True,2
24,50000,RENT,0.0,EDUCATION,C,15000,13.49,0.3,Y,4,0.3,0.0,0,0.8771428947592546,E - Highest Risk,False,5
35,100000,MORTGAGE,14.0,VENTURE,A,10000,6.62,0.1,N,8,0.1,0.4,0,0.07429307490000742,A - Lowest Risk,True,1
23,55000,RENT,4.0,EDUCATION,D,25000,15.65,0.45,Y,3,0.45454545454545453,0.1739130434782608,1,0.9586018966585879,E - Highest Risk,False,5
39,24000,RENT,1.0,MEDICAL,A,8500,7.49,0.35,N,12,0.3541666666666667,0.0256410256410256,1,0.8663619066148771,E - Highest Risk,False,5
23,26000,RENT,2.0,MEDICAL,A,3525,6.62,0.14,N,4,0.13557692307692307,0.0869565217391304,0,0.47760113542902743,D - High Risk,False,4
44,140000,OWN,14.0,VENTURE,B,21500,11.83,0.15,N,14,0.15357142857142858,0.3181818181818182,0,0.043136683922640556,A - Lowest Risk,True,1
32,36000,OWN,0.0,MEDICAL,C,4900,13.22,0.14,N,10,0.1361111111111111,0.0,0,0.12542890660709952,A - Lowest Risk,True,1
25,81600,RENT,2.0,EDUCATION,A,5600,5.99,0.07,N,4,0.06862745098039216,0.08,0,0.22490500941121142,B - Low Risk,True,2
28,48000,RENT,0.0,EDUCATION,B,10000,10.08,0.21,N,6,0.20833333333333334,0.0,0,0.513481636947916,D - High Risk,False,4
27,31200,MORTGAGE,3.0,PERSONAL,B,3600,11.48,0.12,N,7,0.11538461538461539,0.1111111111111111,0,0.17091082786001643,A - Lowest Risk,True,1
24,100000,RENT,1.0,EDUCATION,A,4600,8.49,0.05,N,2,0.046,0.0416666666666666,0,0.1974069419480066,B - Low Risk,True,2
34,40000,RENT,1.0,DEBTCONSOLIDATION,A,2400,9.32,0.06,N,7,0.06,0.0294117647058823,0,0.35666374052621475,C - Medium Risk,True,3
29,8472,RENT,2.0,PERSONAL,A,3000,7.49,0.35,N,7,0.35410764872521244,0.0689655172413793,1,0.8045081109656654,E - Highest Risk,False,5
30,45000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4450,10.37,0.1,N,6,0.09888888888888889,0.1333333333333333,0,0.21961809282770278,B - Low Risk,True,2
24,26000,RENT,5.0,MEDICAL,A,12000,7.9,0.46,N,2,0.46153846153846156,0.2083333333333333,1,0.9309335525554336,E - Highest Risk,False,5
24,145000,OWN,2.0,PERSONAL,B,11500,11.14,0.08,N,4,0.07931034482758621,0.0833333333333333,0,0.05074444880649854,A - Lowest Risk,True,1
45,48000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,9.63,0.17,N,13,0.16666666666666666,0.1777777777777777,0,0.3190276862412727,C - Medium Risk,True,3
32,59506,OWN,13.0,VENTURE,D,8000,16.07,0.13,N,7,0.13444022451517493,0.40625,0,0.03714297138859559,A - Lowest Risk,True,1
23,29004,MORTGAGE,2.0,MEDICAL,B,6000,11.99,0.21,N,2,0.2068680182043856,0.0869565217391304,0,0.4068708194490761,C - Medium Risk,True,3
23,45600,RENT,4.0,PERSONAL,C,5000,14.22,0.11,Y,4,0.10964912280701754,0.1739130434782608,0,0.5850428014778458,D - High Risk,False,4
29,54000,MORTGAGE,1.0,VENTURE,D,10000,16.89,0.19,N,5,0.18518518518518517,0.0344827586206896,0,0.21407966197751846,B - Low Risk,True,2
25,45000,RENT,2.0,DEBTCONSOLIDATION,A,11250,9.38,0.25,N,2,0.25,0.08,0,0.7293596615859844,E - Highest Risk,False,5
27,57600,RENT,3.0,EDUCATION,A,14000,7.29,0.24,N,8,0.24305555555555555,0.1111111111111111,0,0.5614037885679959,D - High Risk,False,4
31,125000,MORTGAGE,4.0,VENTURE,B,12500,11.48,0.1,N,10,0.1,0.1290322580645161,0,0.10617983969716593,A - Lowest Risk,True,1
23,50000,MORTGAGE,3.0,EDUCATION,A,10000,6.03,0.2,N,4,0.2,0.1304347826086956,0,0.2619359163509082,B - Low Risk,True,2
24,68900,MORTGAGE,2.0,HOMEIMPROVEMENT,B,19500,11.83,0.28,N,2,0.2830188679245283,0.0833333333333333,0,0.6061022754486121,D - High Risk,False,4
30,52000,MORTGAGE,2.0,PERSONAL,C,18500,10.91,0.36,N,7,0.3557692307692308,0.0666666666666666,0,0.6305546184344928,D - High Risk,False,4
28,48000,RENT,2.0,DEBTCONSOLIDATION,A,4000,,0.08,N,7,0.08333333333333333,0.0714285714285714,0,0.39488855322814675,C - Medium Risk,True,3
26,28800,RENT,4.0,MEDICAL,A,7000,5.42,0.24,N,4,0.24305555555555555,0.1538461538461538,0,0.681680104706521,E - Highest Risk,False,5
29,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,2500,7.74,0.06,N,7,0.05952380952380952,0.3103448275862069,0,0.1484801960942825,A - Lowest Risk,True,1
24,62000,RENT,4.0,HOMEIMPROVEMENT,C,2000,13.49,0.03,Y,3,0.03225806451612903,0.1666666666666666,0,0.5538920392131799,D - High Risk,False,4
28,41000,RENT,1.0,MEDICAL,B,9000,9.88,0.22,N,8,0.21951219512195122,0.0357142857142857,0,0.6659677023371657,D - High Risk,False,4
33,65600,RENT,4.0,PERSONAL,C,10600,12.99,0.16,N,7,0.16158536585365854,0.1212121212121212,0,0.41964503640557393,C - Medium Risk,True,3
22,60000,RENT,0.0,DEBTCONSOLIDATION,B,6600,10.59,0.11,N,2,0.11,0.0,0,0.46491751015270816,D - High Risk,False,4
45,47000,RENT,4.0,MEDICAL,B,2800,9.62,0.06,N,11,0.059574468085106386,0.0888888888888888,0,0.31140713307546164,C - Medium Risk,True,3
27,24000,RENT,2.0,DEBTCONSOLIDATION,A,8000,7.29,0.33,N,7,0.3333333333333333,0.074074074074074,1,0.8496173055170911,E - Highest Risk,False,5
23,33500,RENT,2.0,EDUCATION,E,2500,15.68,0.07,Y,4,0.07462686567164178,0.0869565217391304,1,0.48577445224790455,D - High Risk,False,4
31,86000,RENT,0.0,PERSONAL,A,2000,5.99,0.02,N,5,0.023255813953488372,0.0,0,0.2020912851081809,B - Low Risk,True,2
39,168000,RENT,2.0,HOMEIMPROVEMENT,E,18000,17.93,0.11,N,11,0.10714285714285714,0.0512820512820512,1,0.4611602745115625,C - Medium Risk,True,3
27,36000,RENT,2.0,EDUCATION,D,9300,,0.26,Y,9,0.25833333333333336,0.074074074074074,1,0.8248985857313135,E - Highest Risk,False,5
30,45200,RENT,0.0,MEDICAL,B,4000,10.59,0.09,N,8,0.08849557522123894,0.0,0,0.4006491529323774,C - Medium Risk,True,3
26,36000,RENT,0.0,PERSONAL,B,4000,10.14,0.11,N,2,0.1111111111111111,0.0,0,0.3481419298761226,C - Medium Risk,True,3
24,24000,RENT,0.0,PERSONAL,D,7000,15.62,0.29,N,2,0.2916666666666667,0.0,1,0.7174071403943397,E - Highest Risk,False,5
54,97800,MORTGAGE,11.0,PERSONAL,C,10000,13.23,0.1,Y,20,0.10224948875255624,0.2037037037037037,0,0.30637423881237386,B - Low Risk,True,2
22,30000,RENT,2.0,DEBTCONSOLIDATION,B,6000,12.42,0.2,N,4,0.2,0.0909090909090909,0,0.6383006821139593,D - High Risk,False,4
34,67392,MORTGAGE,0.0,DEBTCONSOLIDATION,C,15000,13.85,0.22,Y,8,0.22257834757834757,0.0,1,0.7484645921348294,E - Highest Risk,False,5
28,180000,RENT,4.0,VENTURE,C,9000,13.8,0.05,N,10,0.05,0.1428571428571428,0,0.15874550797498962,A - Lowest Risk,True,1
22,58000,RENT,0.0,EDUCATION,A,17475,7.51,0.3,N,3,0.30129310344827587,0.0,0,0.699321275304599,E - Highest Risk,False,5
28,28800,RENT,1.0,EDUCATION,C,15000,14.65,0.52,Y,8,0.5208333333333334,0.0357142857142857,1,0.9791730999343533,E - Highest Risk,False,5
25,43200,MORTGAGE,6.0,EDUCATION,C,3600,14.79,0.08,Y,2,0.08333333333333333,0.24,0,0.261524675503523,B - Low Risk,True,2
26,125000,RENT,6.0,VENTURE,A,10000,7.49,0.08,N,2,0.08,0.2307692307692307,0,0.179672875244686,A - Lowest Risk,True,1
43,50000,MORTGAGE,11.0,EDUCATION,A,11500,,0.23,N,11,0.23,0.2558139534883721,0,0.2582743742653062,B - Low Risk,True,2
57,15000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,3000,12.68,0.2,N,23,0.2,0.0175438596491228,1,0.44788855892702234,C - Medium Risk,True,3
28,30000,RENT,4.0,DEBTCONSOLIDATION,A,12000,6.62,0.4,N,7,0.4,0.1428571428571428,1,0.9029469172339597,E - Highest Risk,False,5
26,96000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000,5.79,0.17,N,2,0.16666666666666666,0.0,0,0.37828993354862434,C - Medium Risk,True,3
23,48000,RENT,4.0,PERSONAL,B,1800,11.49,0.04,N,4,0.0375,0.1739130434782608,0,0.19655072647113006,B - Low Risk,True,2
29,83500,RENT,1.0,HOMEIMPROVEMENT,C,15000,13.43,0.18,Y,10,0.17964071856287425,0.0344827586206896,0,0.8365907270702408,E - Highest Risk,False,5
25,59160,RENT,0.0,HOMEIMPROVEMENT,E,16600,14.18,0.28,N,4,0.2805949966193374,0.0,1,0.80052314243082,E - Highest Risk,False,5
24,109000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,8800,12.69,0.08,N,2,0.08073394495412844,0.125,0,0.19736350479409187,B - Low Risk,True,2
24,96000,MORTGAGE,6.0,VENTURE,A,12000,5.42,0.13,N,4,0.125,0.25,0,0.11751148648112647,A - Lowest Risk,True,1
31,30000,RENT,0.0,DEBTCONSOLIDATION,B,3000,10.08,0.1,N,10,0.1,0.0,1,0.45172882260137526,C - Medium Risk,True,3
24,40000,RENT,0.0,EDUCATION,A,4850,6.62,0.12,N,2,0.12125,0.0,0,0.3286026529570683,C - Medium Risk,True,3
22,38000,MORTGAGE,4.0,MEDICAL,A,1950,7.37,0.05,N,3,0.05131578947368421,0.1818181818181818,0,0.142763823879091,A - Lowest Risk,True,1
23,55000,RENT,4.0,EDUCATION,B,25000,11.36,0.45,N,3,0.45454545454545453,0.1739130434782608,1,0.8822225707435905,E - Highest Risk,False,5
27,34800,OWN,7.0,HOMEIMPROVEMENT,A,9500,7.51,0.27,N,10,0.27298850574712646,0.2592592592592592,0,0.2934812337693921,B - Low Risk,True,2
24,69996,RENT,3.0,HOMEIMPROVEMENT,B,2500,12.53,0.04,N,4,0.035716326647236986,0.125,0,0.30157923486811183,B - Low Risk,True,2
28,64000,MORTGAGE,7.0,EDUCATION,B,7000,11.71,0.11,N,9,0.109375,0.25,0,0.12442844820317218,A - Lowest Risk,True,1
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,0.72,N,3,0.7222222222222222,0.25,1,0.921586482644902,E - Highest Risk,False,5
26,46000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,7000,9.99,0.15,N,4,0.15217391304347827,0.3076923076923077,1,0.2749406016507416,B - Low Risk,True,2
23,78000,RENT,2.0,VENTURE,A,19000,8.9,0.24,N,2,0.24358974358974358,0.0869565217391304,0,0.5118371983885601,D - High Risk,False,4
22,110000,RENT,3.0,DEBTCONSOLIDATION,B,12600,10.75,0.11,N,2,0.11454545454545455,0.1363636363636363,0,0.4460910472009191,C - Medium Risk,True,3
37,88000,MORTGAGE,2.0,VENTURE,C,1000,13.48,0.01,Y,11,0.011363636363636364,0.054054054054054,0,0.15628840136150549,A - Lowest Risk,True,1
29,20000,OWN,1.0,EDUCATION,A,5000,5.79,0.25,N,7,0.25,0.0344827586206896,0,0.17090992287644882,A - Lowest Risk,True,1
23,45000,MORTGAGE,4.0,EDUCATION,B,9925,11.48,0.22,N,2,0.22055555555555556,0.1739130434782608,0,0.2879932295539508,B - Low Risk,True,2
23,40000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,2000,10.99,0.05,N,4,0.05,0.0869565217391304,0,0.16499650139514754,A - Lowest Risk,True,1
24,55000,RENT,0.0,DEBTCONSOLIDATION,B,4000,11.26,0.07,N,3,0.07272727272727272,0.0,0,0.38741070893060325,C - Medium Risk,True,3
30,38000,RENT,3.0,PERSONAL,D,8875,16.89,0.23,N,5,0.23355263157894737,0.1,0,0.5810763834922974,D - High Risk,False,4
22,31224,RENT,0.0,MEDICAL,A,6400,9.32,0.2,N,4,0.20497053548552396,0.0,0,0.642501489249233,D - High Risk,False,4
23,87500,MORTGAGE,2.0,PERSONAL,B,1600,9.88,0.02,N,2,0.018285714285714287,0.0869565217391304,0,0.08318241373087074,A - Lowest Risk,True,1
35,48000,MORTGAGE,8.0,MEDICAL,C,2000,11.97,0.04,N,10,0.041666666666666664,0.2285714285714285,0,0.1191695856380093,A - Lowest Risk,True,1
36,49074,MORTGAGE,3.0,DEBTCONSOLIDATION,E,8000,15.68,0.16,Y,14,0.16301911399111546,0.0833333333333333,1,0.6191574658102235,D - High Risk,False,4
41,37000,RENT,2.0,MEDICAL,B,3000,,0.08,N,16,0.08108108108108109,0.048780487804878,0,0.37511401850605436,C - Medium Risk,True,3
23,20000,RENT,0.0,EDUCATION,C,4100,13.49,0.2,N,4,0.205,0.0,0,0.5042145101689222,D - High Risk,False,4
21,26400,RENT,0.0,EDUCATION,C,2400,14.79,0.09,Y,2,0.09090909090909091,0.0,0,0.5379589521264067,D - High Risk,False,4
26,60000,RENT,3.0,MEDICAL,A,7000,6.91,0.12,N,2,0.11666666666666667,0.1153846153846153,0,0.42565306247000434,C - Medium Risk,True,3
29,48000,OWN,1.0,PERSONAL,B,1850,10.74,0.04,N,7,0.03854166666666667,0.0344827586206896,0,0.03805159075512329,A - Lowest Risk,True,1
37,21600,RENT,7.0,MEDICAL,B,3000,12.18,0.14,N,16,0.1388888888888889,0.1891891891891892,0,0.44937887812423305,C - Medium Risk,True,3
22,70000,RENT,0.0,EDUCATION,B,6000,11.89,0.09,N,2,0.08571428571428572,0.0,0,0.26477139852185433,B - Low Risk,True,2
24,34000,RENT,2.0,DEBTCONSOLIDATION,C,9000,13.16,0.26,N,3,0.2647058823529412,0.0833333333333333,0,0.7544508077478483,E - Highest Risk,False,5
27,100000,RENT,7.0,MEDICAL,B,14000,10.62,0.14,N,8,0.14,0.2592592592592592,0,0.44354252041438375,C - Medium Risk,True,3
26,51996,MORTGAGE,2.0,DEBTCONSOLIDATION,E,6500,15.68,0.13,N,3,0.12500961612431727,0.0769230769230769,1,0.27327763081974804,B - Low Risk,True,2
27,51000,RENT,1.0,HOMEIMPROVEMENT,B,8400,10.71,0.16,N,5,0.16470588235294117,0.037037037037037,0,0.5877776801607282,D - High Risk,False,4
23,51000,MORTGAGE,2.0,PERSONAL,A,8000,7.49,0.16,N,3,0.1568627450980392,0.0869565217391304,0,0.23160043658902124,B - Low Risk,True,2
25,51492,MORTGAGE,2.0,EDUCATION,B,13800,10.38,0.27,N,4,0.2680027965509205,0.08,0,0.3988085616631314,C - Medium Risk,True,3
30,95000,MORTGAGE,6.0,PERSONAL,A,4000,5.99,0.04,N,7,0.042105263157894736,0.2,0,0.08891024779794061,A - Lowest Risk,True,1
31,115000,MORTGAGE,4.0,VENTURE,C,6500,13.98,0.06,N,9,0.05652173913043478,0.1290322580645161,0,0.07516723676787718,A - Lowest Risk,True,1
26,34000,MORTGAGE,8.0,PERSONAL,A,6000,6.92,0.18,N,4,0.17647058823529413,0.3076923076923077,0,0.22163249388017248,B - Low Risk,True,2
32,225000,MORTGAGE,4.0,PERSONAL,C,20000,13.92,0.09,N,10,0.08888888888888889,0.125,0,0.13777745096777805,A - Lowest Risk,True,1
32,24000,RENT,2.0,MEDICAL,B,2500,10.37,0.1,N,5,0.10416666666666667,0.0625,0,0.4117612162198475,C - Medium Risk,True,3
25,62000,RENT,0.0,DEBTCONSOLIDATION,A,7400,6.99,0.12,N,2,0.11935483870967742,0.0,0,0.48505581377460577,D - High Risk,False,4
32,64000,RENT,1.0,EDUCATION,B,10000,12.69,0.16,N,10,0.15625,0.03125,0,0.3971123794968235,C - Medium Risk,True,3
22,37000,RENT,2.0,DEBTCONSOLIDATION,E,3000,20.3,0.08,N,2,0.08108108108108109,0.0909090909090909,1,0.38532415248490853,C - Medium Risk,True,3
28,127500,MORTGAGE,5.0,MEDICAL,E,20000,17.04,0.13,Y,8,0.1568627450980392,0.1785714285714285,1,0.5571727564891037,D - High Risk,False,4
21,20000,RENT,3.0,PERSONAL,A,4400,6.91,0.22,N,4,0.22,0.1428571428571428,0,0.5513270086589301,D - High Risk,False,4
29,126000,MORTGAGE,2.0,EDUCATION,B,6450,10.37,0.05,N,7,0.05119047619047619,0.0689655172413793,0,0.09365014490933912,A - Lowest Risk,True,1
30,28000,OWN,5.0,HOMEIMPROVEMENT,B,6300,11.99,0.23,N,8,0.225,0.1666666666666666,0,0.22716643143645937,B - Low Risk,True,2
40,62000,MORTGAGE,17.0,DEBTCONSOLIDATION,A,2600,7.66,0.04,N,14,0.041935483870967745,0.425,0,0.09749026803647504,A - Lowest Risk,True,1
21,20004,OWN,2.0,MEDICAL,B,2500,9.63,0.12,N,2,0.1249750049990002,0.0952380952380952,0,0.10450679268257064,A - Lowest Risk,True,1
29,55000,RENT,2.0,EDUCATION,A,5000,7.14,0.09,N,5,0.09090909090909091,0.0689655172413793,0,0.2609986592606814,B - Low Risk,True,2
24,29000,RENT,5.0,MEDICAL,C,6000,15.27,0.21,N,2,0.20689655172413793,0.2083333333333333,0,0.5993195009797039,D - High Risk,False,4
34,70000,RENT,1.0,EDUCATION,D,4200,14.61,0.06,N,6,0.06,0.0294117647058823,1,0.2200963914747855,B - Low Risk,True,2
33,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,17000,16.07,0.28,N,9,0.2833333333333333,0.0303030303030303,0,0.622721891763057,D - High Risk,False,4
36,25000,RENT,4.0,MEDICAL,D,8000,15.65,0.32,N,13,0.32,0.1111111111111111,1,0.8120178698938583,E - Highest Risk,False,5
25,43000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.88,0.23,N,3,0.23255813953488372,0.2,0,0.45892267450896185,C - Medium Risk,True,3
23,48500,RENT,5.0,DEBTCONSOLIDATION,A,3850,8.49,0.08,N,4,0.07938144329896907,0.217391304347826,0,0.35696945553477105,C - Medium Risk,True,3
28,120000,OWN,7.0,VENTURE,B,5000,10.65,0.04,N,6,0.041666666666666664,0.25,0,0.021249667177521213,A - Lowest Risk,True,1
29,27000,RENT,8.0,PERSONAL,A,5000,6.76,0.19,N,9,0.18518518518518517,0.2758620689655172,0,0.4339574526904532,C - Medium Risk,True,3
24,138000,RENT,2.0,VENTURE,D,20000,15.99,0.14,Y,3,0.14492753623188406,0.0833333333333333,1,0.5813425751868394,D - High Risk,False,4
26,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000,8.49,0.06,N,2,0.05714285714285714,0.2307692307692307,0,0.158061444391187,A - Lowest Risk,True,1
27,49000,RENT,3.0,EDUCATION,B,3000,11.71,0.06,N,8,0.061224489795918366,0.1111111111111111,1,0.21031893718389433,B - Low Risk,True,2
26,51000,MORTGAGE,2.0,MEDICAL,A,4000,5.99,0.08,N,4,0.0784313725490196,0.0769230769230769,0,0.18580672139932555,A - Lowest Risk,True,1
29,79000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7000,,0.09,N,9,0.08860759493670886,0.0344827586206896,0,0.226348673372733,B - Low Risk,True,2
29,56700,MORTGAGE,9.0,EDUCATION,C,10000,,0.18,Y,5,0.1763668430335097,0.3103448275862069,0,0.41640541309358586,C - Medium Risk,True,3
24,70000,RENT,1.0,VENTURE,B,12000,11.58,0.17,N,3,0.17142857142857143,0.0416666666666666,0,0.3697898323835712,C - Medium Risk,True,3
29,58800,MORTGAGE,7.0,DEBTCONSOLIDATION,B,5000,11.71,0.09,N,6,0.08503401360544217,0.2413793103448276,1,0.1820274012112013,A - Lowest Risk,True,1
23,76000,RENT,3.0,VENTURE,B,15000,10.74,0.2,N,4,0.19736842105263158,0.1304347826086956,0,0.405696375213666,C - Medium Risk,True,3
22,105000,MORTGAGE,2.0,VENTURE,E,15000,15.95,0.14,N,3,0.14285714285714285,0.0909090909090909,0,0.1528213893318724,A - Lowest Risk,True,1
21,50350,RENT,3.0,EDUCATION,A,3600,7.88,0.07,N,3,0.07149950347567031,0.1428571428571428,0,0.22182734363736978,B - Low Risk,True,2
32,67150,MORTGAGE,4.0,MEDICAL,D,13000,16.0,0.16,Y,6,0.193596425912137,0.125,1,0.6403596855812744,D - High Risk,False,4
23,41000,RENT,5.0,EDUCATION,D,4200,14.54,0.1,Y,3,0.1024390243902439,0.217391304347826,0,0.5159674319203031,D - High Risk,False,4
25,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,6.03,0.18,N,2,0.18,0.16,0,0.3579636801884596,C - Medium Risk,True,3
42,32000,RENT,5.0,VENTURE,B,10000,10.38,0.31,N,15,0.3125,0.119047619047619,1,0.6413226913834488,D - High Risk,False,4
25,100000,RENT,3.0,VENTURE,A,10000,6.62,0.1,N,4,0.1,0.12,0,0.22750911932831572,B - Low Risk,True,2
29,63000,RENT,4.0,PERSONAL,A,6000,7.51,0.1,N,7,0.09523809523809523,0.1379310344827586,0,0.28965717582126793,B - Low Risk,True,2
23,29666,OTHER,1.0,VENTURE,A,3000,9.32,0.1,N,3,0.10112586799703364,0.0434782608695652,0,0.19030933094480781,B - Low Risk,True,2
29,84000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5900,7.66,0.07,N,9,0.07023809523809524,0.3103448275862069,0,0.16168208293666864,A - Lowest Risk,True,1
29,21000,RENT,7.0,MEDICAL,C,7000,13.72,0.33,N,10,0.3333333333333333,0.2413793103448276,1,0.8101026062485693,E - Highest Risk,False,5
25,54000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5100,9.62,0.09,N,4,0.09444444444444444,0.2,0,0.20538781970435882,B - Low Risk,True,2
36,60000,RENT,2.0,VENTURE,B,15000,,0.25,N,16,0.25,0.0555555555555555,0,0.540118085847633,D - High Risk,False,4
23,62000,RENT,3.0,PERSONAL,C,4000,10.59,0.06,Y,3,0.06451612903225806,0.1304347826086956,0,0.4970207454576881,D - High Risk,False,4
26,82000,MORTGAGE,2.0,PERSONAL,D,4500,15.05,0.05,Y,4,0.054878048780487805,0.0769230769230769,0,0.27947810679213336,B - Low Risk,True,2
42,20400,RENT,4.0,PERSONAL,F,2000,20.99,0.1,Y,13,0.09803921568627451,0.0952380952380952,0,0.5697017500503165,D - High Risk,False,4
23,85000,RENT,2.0,VENTURE,C,12000,13.16,0.14,Y,4,0.1411764705882353,0.0869565217391304,0,0.5744554810040127,D - High Risk,False,4
24,45888,RENT,5.0,MEDICAL,A,9000,5.79,0.2,N,3,0.1961297071129707,0.2083333333333333,0,0.5778185126960993,D - High Risk,False,4
28,40500,MORTGAGE,0.0,VENTURE,C,12000,12.23,0.3,Y,5,0.2962962962962963,0.0,0,0.695459071977461,E - Highest Risk,False,5
29,28550,RENT,6.0,EDUCATION,B,4000,10.59,0.14,N,8,0.14010507880910683,0.2068965517241379,0,0.3192681693627654,C - Medium Risk,True,3
24,30000,RENT,0.0,VENTURE,B,6000,12.42,0.2,N,2,0.2,0.0,0,0.4372802660414834,C - Medium Risk,True,3
26,95000,MORTGAGE,1.0,PERSONAL,B,24000,10.99,0.25,N,3,0.25263157894736843,0.0384615384615384,0,0.41724939518708926,C - Medium Risk,True,3
31,82656,OTHER,10.0,DEBTCONSOLIDATION,C,6000,12.09,0.07,Y,9,0.07259001161440186,0.3225806451612903,0,0.5005810751618601,D - High Risk,False,4
23,18000,RENT,2.0,EDUCATION,C,2000,14.79,0.11,N,3,0.1111111111111111,0.0869565217391304,0,0.29428356180288223,B - Low Risk,True,2
23,40000,MORTGAGE,4.0,PERSONAL,B,6000,,0.15,N,2,0.15,0.1739130434782608,0,0.20759700329621342,B - Low Risk,True,2
34,74256,MORTGAGE,1.0,HOMEIMPROVEMENT,B,11000,9.25,0.15,N,9,0.14813617754794225,0.0294117647058823,0,0.33936458902809175,C - Medium Risk,True,3
21,83004,MORTGAGE,2.0,DEBTCONSOLIDATION,D,10000,15.28,0.12,N,4,0.1204761216326924,0.0952380952380952,1,0.26638422759285685,B - Low Risk,True,2
35,45000,RENT,3.0,DEBTCONSOLIDATION,C,15000,,0.33,N,8,0.3333333333333333,0.0857142857142857,1,0.8451905542788032,E - Highest Risk,False,5
26,45000,MORTGAGE,4.0,PERSONAL,A,11000,8.9,0.24,N,3,0.24444444444444444,0.1538461538461538,0,0.37287089197313106,C - Medium Risk,True,3
29,55000,RENT,3.0,DEBTCONSOLIDATION,B,1200,9.99,0.02,N,9,0.02181818181818182,0.1034482758620689,0,0.2713085735215813,B - Low Risk,True,2
22,26000,MORTGAGE,4.0,PERSONAL,B,4000,9.25,0.15,N,2,0.15384615384615385,0.1818181818181818,0,0.2131125082416836,B - Low Risk,True,2
23,35000,RENT,2.0,HOMEIMPROVEMENT,B,4000,12.18,0.11,N,4,0.11428571428571428,0.0869565217391304,1,0.46927330026779773,D - High Risk,False,4
32,28800,RENT,4.0,PERSONAL,E,14500,16.7,0.5,N,10,0.5034722222222222,0.125,1,0.933389057590783,E - Highest Risk,False,5
33,115000,RENT,9.0,HOMEIMPROVEMENT,C,7500,11.03,0.07,Y,8,0.06521739130434782,0.2727272727272727,0,0.5817083450414069,D - High Risk,False,4
26,29004,RENT,1.0,PERSONAL,D,6000,14.11,0.21,N,4,0.2068680182043856,0.0384615384615384,1,0.5422565495308885,D - High Risk,False,4
43,72000,RENT,5.0,MEDICAL,B,6000,12.42,0.08,N,17,0.08333333333333333,0.1162790697674418,0,0.35390843357711116,C - Medium Risk,True,3
26,39600,RENT,3.0,EDUCATION,A,4000,5.79,0.1,N,4,0.10101010101010101,0.1153846153846153,1,0.2697061776368861,B - Low Risk,True,2
24,97000,RENT,3.0,EDUCATION,D,8000,15.31,0.08,N,3,0.08247422680412371,0.125,0,0.2386132887465665,B - Low Risk,True,2
29,72500,RENT,1.0,PERSONAL,A,7000,7.29,0.1,N,5,0.09655172413793103,0.0344827586206896,0,0.3145677023604171,C - Medium Risk,True,3
27,40000,RENT,3.0,PERSONAL,A,3000,7.05,0.07,N,8,0.075,0.1111111111111111,0,0.263231414670901,B - Low Risk,True,2
25,74004,RENT,2.0,PERSONAL,E,20000,15.95,0.27,Y,4,0.2702556618561159,0.08,1,0.858987186538057,E - Highest Risk,False,5
29,37920,RENT,2.0,MEDICAL,C,12000,13.48,0.32,N,8,0.31645569620253167,0.0689655172413793,1,0.8158669546881335,E - Highest Risk,False,5
