person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_burden,emp_stability
24,55000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4200,15.23,0.08,Y,3,0.07636363636363637,0.0
26,38400,RENT,2.0,MEDICAL,B,7200,9.91,0.19,N,2,0.1875,0.07692307692307693
32,180000,MORTGAGE,2.0,PERSONAL,C,15600,,0.09,Y,10,0.08666666666666667,0.0625
27,64000,RENT,2.0,VENTURE,C,5000,12.99,0.08,Y,8,0.078125,0.07407407407407407
40,50000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,6000,14.96,0.12,Y,16,0.12,0.125
23,29000,RENT,4.0,MEDICAL,D,13450,12.61,0.46,N,3,0.46379310344827585,0.17391304347826086
30,31000,RENT,7.0,MEDICAL,D,4750,14.84,0.15,N,9,0.1532258064516129,0.23333333333333334
26,71004,RENT,0.0,DEBTCONSOLIDATION,D,20000,13.36,0.28,N,2,0.2816742718720072,0.0
26,96640,OTHER,8.0,EDUCATION,B,25000,11.58,0.26,N,2,0.2586920529801324,0.3076923076923077
31,60000,OTHER,2.0,HOMEIMPROVEMENT,B,15000,11.26,0.25,N,6,0.25,0.06451612903225806
31,37000,MORTGAGE,12.0,VENTURE,C,22000,12.73,0.59,Y,6,0.5945945945945946,0.3870967741935484
22,40000,MORTGAGE,1.0,PERSONAL,E,8000,16.0,0.2,Y,3,0.2,0.045454545454545456
33,390000,MORTGAGE,8.0,MEDICAL,B,35000,10.99,0.09,N,8,0.08974358974358974,0.24242424242424243
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0.19,Y,2,0.19230769230769232,0.17391304347826086
38,150000,MORTGAGE,5.0,MEDICAL,B,12000,11.14,0.08,N,17,0.08,0.13157894736842105
22,140000,RENT,0.0,MEDICAL,C,14000,13.11,0.1,N,3,0.1,0.0
47,18000,RENT,4.0,MEDICAL,A,2000,7.29,0.11,N,11,0.1111111111111111,0.0851063829787234
32,65000,RENT,4.0,VENTURE,C,20000,13.8,0.31,Y,6,0.3076923076923077,0.125
27,35000,RENT,5.0,VENTURE,C,10000,13.48,0.29,N,10,0.2857142857142857,0.18518518518518517
24,85000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7750,11.12,0.09,N,4,0.09117647058823529,0.16666666666666666
42,40000,RENT,10.0,VENTURE,C,2800,,0.07,N,12,0.07,0.23809523809523808
29,93000,MORTGAGE,9.0,PERSONAL,E,20000,16.82,0.22,N,8,0.21505376344086022,0.3103448275862069
27,51000,RENT,9.0,PERSONAL,B,1600,10.59,0.03,N,8,0.03137254901960784,0.3333333333333333
39,36000,RENT,2.0,MEDICAL,A,6000,8.49,0.17,N,14,0.16666666666666666,0.05128205128205128
24,30000,RENT,5.0,MEDICAL,G,2000,21.27,0.07,Y,3,0.06666666666666667,0.20833333333333334
36,75000,RENT,12.0,MEDICAL,A,7000,6.92,0.09,N,17,0.09333333333333334,0.3333333333333333
40,150000,MORTGAGE,2.0,PERSONAL,C,20000,12.99,0.13,N,14,0.13333333333333333,0.05
33,37440,RENT,5.0,PERSONAL,B,4400,11.71,0.12,N,8,0.11752136752136752,0.15151515151515152
27,32160,RENT,1.0,MEDICAL,D,4000,15.99,0.12,N,9,0.12437810945273632,0.037037037037037035
31,80000,RENT,4.0,PERSONAL,C,3500,12.99,0.04,Y,7,0.04375,0.12903225806451613
21,46800,RENT,3.0,PERSONAL,D,12000,15.21,0.26,Y,3,0.2564102564102564,0.14285714285714285
25,62400,RENT,5.0,VENTURE,A,5000,7.51,0.08,N,2,0.08012820512820513,0.2
26,95000,OWN,5.0,EDUCATION,A,8000,,0.08,N,2,0.08421052631578947,0.19230769230769232
30,46044,RENT,4.0,MEDICAL,B,5000,,0.11,N,9,0.10859178177395534,0.13333333333333333
25,19200,RENT,5.0,DEBTCONSOLIDATION,B,4000,,0.21,N,3,0.20833333333333334,0.2
22,52800,RENT,3.0,PERSONAL,D,7000,17.58,0.13,N,3,0.13257575757575757,0.13636363636363635
22,60000,MORTGAGE,2.0,PERSONAL,A,5200,5.99,0.09,N,4,0.08666666666666667,0.09090909090909091
22,35325,RENT,2.0,HOMEIMPROVEMENT,D,6500,15.95,0.18,N,2,0.18400566171266808,0.09090909090909091
25,35000,RENT,5.0,VENTURE,B,9600,9.91,0.27,N,2,0.2742857142857143,0.2
24,70000,RENT,1.0,HOMEIMPROVEMENT,B,18000,9.88,0.26,N,2,0.2571428571428571,0.041666666666666664
27,58000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,7.51,0.21,N,8,0.20689655172413793,0.1111111111111111
33,50400,MORTGAGE,3.0,VENTURE,A,6000,6.92,0.12,N,9,0.11904761904761904,0.09090909090909091
23,57000,MORTGAGE,5.0,VENTURE,B,18000,11.11,0.32,N,2,0.3157894736842105,0.21739130434782608
28,43000,MORTGAGE,6.0,VENTURE,A,15000,6.03,0.35,N,5,0.3488372093023256,0.21428571428571427
22,40000,MORTGAGE,0.0,EDUCATION,C,4000,12.73,0.1,Y,2,0.1,0.0
36,60000,RENT,0.0,HOMEIMPROVEMENT,C,15000,13.57,0.25,N,12,0.25,0.0
42,37000,RENT,0.0,EDUCATION,C,15200,14.26,0.41,Y,16,0.41081081081081083,0.0
25,76500,RENT,4.0,DEBTCONSOLIDATION,C,5000,12.53,0.07,N,3,0.06535947712418301,0.16
24,40560,RENT,5.0,VENTURE,A,8000,7.66,0.2,N,2,0.19723865877712032,0.20833333333333334
29,57504,RENT,2.0,VENTURE,A,3200,7.68,0.06,N,9,0.05564830272676683,0.06896551724137931
37,29000,RENT,5.0,PERSONAL,E,7200,19.03,0.25,Y,14,0.2482758620689655,0.13513513513513514
23,70000,RENT,4.0,EDUCATION,A,10000,,0.14,N,3,0.14285714285714285,0.17391304347826086
34,56000,RENT,2.0,PERSONAL,C,6400,,0.11,Y,5,0.11428571428571428,0.058823529411764705
40,55000,MORTGAGE,2.0,VENTURE,A,3600,6.39,0.07,N,14,0.06545454545454546,0.05
31,56000,MORTGAGE,4.0,EDUCATION,A,8000,8.59,0.14,N,5,0.14285714285714285,0.12903225806451613
24,140000,RENT,0.0,HOMEIMPROVEMENT,B,10000,11.14,0.07,N,2,0.07142857142857142,0.0
31,15456,MORTGAGE,1.0,PERSONAL,A,4000,8.9,0.26,N,5,0.2587991718426501,0.03225806451612903
29,75000,RENT,0.0,PERSONAL,C,5400,14.79,0.07,N,5,0.072,0.0
21,62000,RENT,2.0,EDUCATION,B,6000,10.25,0.1,N,4,0.0967741935483871,0.09523809523809523
32,130000,MORTGAGE,13.0,EDUCATION,A,7500,7.29,0.06,N,6,0.057692307692307696,0.40625
28,50000,RENT,5.0,PERSONAL,A,10000,7.88,0.2,N,7,0.2,0.17857142857142858
33,53004,RENT,0.0,EDUCATION,C,20000,13.04,0.38,Y,9,0.37733001282922046,0.0
26,43000,RENT,4.0,EDUCATION,C,10000,14.65,0.23,N,4,0.23255813953488372,0.15384615384615385
27,160669,MORTGAGE,3.0,DEBTCONSOLIDATION,B,8000,11.36,0.05,N,9,0.04979180800278834,0.1111111111111111
23,12996,OWN,0.0,DEBTCONSOLIDATION,C,2400,13.49,0.18,Y,2,0.18467220683287167,0.0
26,90000,RENT,0.0,MEDICAL,A,12000,9.38,0.13,N,3,0.13333333333333333,0.0
23,74424,RENT,4.0,EDUCATION,C,15000,13.47,0.2,Y,3,0.2015478877781361,0.17391304347826086
23,45000,RENT,2.0,VENTURE,B,14500,10.36,0.32,N,4,0.32222222222222224,0.08695652173913043
35,79750,MORTGAGE,5.0,DEBTCONSOLIDATION,B,35000,11.99,0.44,N,5,0.438871473354232,0.14285714285714285
32,52000,MORTGAGE,1.0,VENTURE,A,1000,6.99,0.02,N,7,0.019230769230769232,0.03125
23,64000,RENT,0.0,MEDICAL,C,12000,13.16,0.19,Y,4,0.1875,0.0
24,50000,RENT,1.0,HOMEIMPROVEMENT,A,12000,7.51,0.24,N,4,0.24,0.041666666666666664
23,56000,RENT,4.0,DEBTCONSOLIDATION,B,15000,12.69,0.27,N,4,0.26785714285714285,0.17391304347826086
24,32000,RENT,5.0,EDUCATION,C,12000,13.85,0.38,N,3,0.375,0.20833333333333334
27,57500,RENT,2.0,DEBTCONSOLIDATION,C,9000,11.97,0.16,Y,9,0.1565217391304348,0.07407407407407407
42,38000,MORTGAGE,9.0,MEDICAL,A,6500,,0.17,N,14,0.17105263157894737,0.21428571428571427
25,53000,RENT,6.0,DEBTCONSOLIDATION,C,3000,13.99,0.06,N,4,0.05660377358490566,0.24
25,34000,MORTGAGE,0.0,MEDICAL,C,10000,12.87,0.29,Y,4,0.29411764705882354,0.0
37,50000,MORTGAGE,4.0,EDUCATION,A,2325,6.99,0.05,N,17,0.0465,0.10810810810810811
26,36000,MORTGAGE,6.0,PERSONAL,A,4000,6.76,0.11,N,3,0.1111111111111111,0.23076923076923078
36,98240,MORTGAGE,4.0,PERSONAL,E,20000,16.35,0.2,N,16,0.20358306188925082,0.1111111111111111
41,24000,MORTGAGE,5.0,MEDICAL,A,1500,,0.06,N,15,0.0625,0.12195121951219512
36,40000,RENT,6.0,MEDICAL,C,5000,12.61,0.13,N,13,0.125,0.16666666666666666
24,65000,RENT,0.0,DEBTCONSOLIDATION,B,7000,11.83,0.11,N,2,0.1076923076923077,0.0
23,60996,RENT,0.0,HOMEIMPROVEMENT,E,16000,16.0,0.26,N,3,0.26231228277264085,0.0
22,65000,MORTGAGE,0.0,PERSONAL,A,7200,8.9,0.11,N,2,0.11076923076923077,0.0
32,90301,MORTGAGE,2.0,VENTURE,C,15000,13.47,0.17,Y,6,0.1661111172633747,0.0625
46,60000,MORTGAGE,7.0,PERSONAL,A,3600,6.99,0.06,N,13,0.06,0.15217391304347827
24,45600,RENT,2.0,VENTURE,C,18250,13.35,0.4,N,4,0.40021929824561403,0.08333333333333333
34,72000,RENT,6.0,MEDICAL,B,5000,10.59,0.07,N,9,0.06944444444444445,0.17647058823529413
33,45180,MORTGAGE,0.0,VENTURE,A,7000,8.0,0.15,N,7,0.15493581230633025,0.0
27,120000,RENT,4.0,DEBTCONSOLIDATION,A,12000,,0.1,N,5,0.1,0.14814814814814814
40,55000,OWN,2.0,HOMEIMPROVEMENT,B,8000,11.36,0.15,N,17,0.14545454545454545,0.05
23,55000,RENT,0.0,DEBTCONSOLIDATION,C,10200,12.73,0.19,N,2,0.18545454545454546,0.0
23,80000,RENT,3.0,DEBTCONSOLIDATION,A,7200,8.9,0.09,N,2,0.09,0.13043478260869565
26,45000,MORTGAGE,6.0,MEDICAL,C,6000,14.27,0.13,Y,4,0.13333333333333333,0.23076923076923078
24,54996,OWN,0.0,VENTURE,B,12000,11.26,0.22,N,3,0.2181976871045167,0.0
28,27600,RENT,8.0,DEBTCONSOLIDATION,C,4000,15.23,0.14,N,8,0.14492753623188406,0.2857142857142857
49,95000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,3000,5.42,0.03,N,12,0.031578947368421054,0.04081632653061224
23,24000,RENT,0.0,MEDICAL,A,3050,7.49,0.13,N,4,0.12708333333333333,0.0
34,80300,MORTGAGE,3.0,HOMEIMPROVEMENT,C,15000,12.73,0.19,Y,10,0.18679950186799502,0.08823529411764706
33,60000,RENT,5.0,EDUCATION,A,10000,5.79,0.17,N,5,0.16666666666666666,0.15151515151515152
36,28800,OWN,0.0,HOMEIMPROVEMENT,B,5375,11.11,0.19,N,13,0.18663194444444445,0.0
27,48000,OWN,2.0,VENTURE,C,14000,,0.29,N,8,0.2916666666666667,0.07407407407407407
32,85000,RENT,5.0,MEDICAL,B,12800,10.75,0.15,N,7,0.15058823529411763,0.15625
21,20000,RENT,2.0,DEBTCONSOLIDATION,B,5000,10.39,0.25,N,2,0.25,0.09523809523809523
21,117000,MORTGAGE,3.0,PERSONAL,D,4800,14.54,0.04,N,4,0.041025641025641026,0.14285714285714285
28,88000,RENT,3.0,PERSONAL,B,10000,10.65,0.11,N,9,0.11363636363636363,0.10714285714285714
36,62000,RENT,13.0,EDUCATION,A,3000,8.9,0.05,N,12,0.04838709677419355,0.3611111111111111
40,90000,RENT,1.0,EDUCATION,B,2800,11.11,0.03,N,13,0.03111111111111111,0.025
27,72000,MORTGAGE,2.0,EDUCATION,B,2600,9.25,0.04,N,7,0.03611111111111111,0.07407407407407407
29,98080,MORTGAGE,8.0,VENTURE,B,20000,8.88,0.2,N,9,0.2039151712887439,0.27586206896551724
27,100000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12000,6.03,0.12,N,6,0.12,0.037037037037037035
30,79000,RENT,5.0,EDUCATION,F,15000,,0.19,N,7,0.189873417721519,0.16666666666666666
33,110000,MORTGAGE,7.0,MEDICAL,B,23800,10.25,0.22,N,5,0.21636363636363637,0.21212121212121213
37,780000,RENT,9.0,VENTURE,B,7500,12.18,0.01,N,13,0.009615384615384616,0.24324324324324326
23,48000,RENT,5.0,EDUCATION,A,15000,6.91,0.31,N,2,0.3125,0.21739130434782608
22,54996,RENT,4.0,VENTURE,B,6000,10.75,0.11,N,3,0.10909884355225835,0.18181818181818182
28,115000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,25000,7.49,0.22,N,6,0.21739130434782608,0.10714285714285714
22,43000,MORTGAGE,0.0,PERSONAL,B,6650,10.37,0.15,N,3,0.15465116279069768,0.0
36,110000,MORTGAGE,3.0,EDUCATION,A,9000,,0.08,N,13,0.08181818181818182,0.08333333333333333
24,85000,RENT,6.0,PERSONAL,C,10000,13.72,0.12,Y,2,0.11764705882352941,0.25
28,42000,OWN,2.0,MEDICAL,C,6000,12.84,0.14,N,9,0.14285714285714285,0.07142857142857142
23,200000,MORTGAGE,4.0,EDUCATION,B,6000,11.86,0.03,N,3,0.03,0.17391304347826086
38,48000,MORTGAGE,6.0,PERSONAL,A,6200,7.29,0.13,N,14,0.12916666666666668,0.15789473684210525
22,21600,RENT,2.0,MEDICAL,D,3500,,0.16,N,2,0.16203703703703703,0.09090909090909091
30,120000,MORTGAGE,1.0,EDUCATION,B,4800,10.36,0.04,N,8,0.04,0.03333333333333333
29,75000,RENT,2.0,DEBTCONSOLIDATION,A,7200,7.9,0.1,N,10,0.096,0.06896551724137931
34,60000,RENT,0.0,EDUCATION,C,12000,12.22,0.2,Y,7,0.2,0.0
28,75000,MORTGAGE,2.0,PERSONAL,C,15000,14.65,0.2,Y,7,0.2,0.07142857142857142
25,48000,RENT,2.0,MEDICAL,C,6000,12.99,0.13,Y,3,0.125,0.08
23,62000,MORTGAGE,2.0,VENTURE,A,5000,5.42,0.08,N,3,0.08064516129032258,0.08695652173913043
36,47500,MORTGAGE,8.0,DEBTCONSOLIDATION,A,2700,5.79,0.06,N,14,0.056842105263157895,0.2222222222222222
27,34152,RENT,5.0,MEDICAL,C,5000,13.79,0.15,N,10,0.1464043101428906,0.18518518518518517
35,50000,RENT,16.0,MEDICAL,B,13000,10.25,0.26,N,8,0.26,0.45714285714285713
25,77700,RENT,2.0,EDUCATION,B,14000,10.99,0.18,N,2,0.18018018018018017,0.08
52,71520,RENT,0.0,VENTURE,E,7000,16.82,0.1,N,28,0.09787472035794184,0.0
33,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,14000,12.61,0.2,Y,10,0.2,0.0
24,51500,RENT,6.0,VENTURE,B,20000,12.21,0.39,N,4,0.3883495145631068,0.25
29,50000,RENT,1.0,MEDICAL,C,6500,15.96,0.13,N,7,0.13,0.034482758620689655
22,49140,OWN,0.0,EDUCATION,C,3000,13.16,0.06,N,2,0.06105006105006105,0.0
33,90000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,8000,12.53,0.09,N,7,0.08888888888888889,0.0
28,140000,RENT,9.0,HOMEIMPROVEMENT,A,12000,7.88,0.09,N,7,0.08571428571428572,0.32142857142857145
24,145000,MORTGAGE,3.0,MEDICAL,B,12000,10.99,0.08,N,2,0.08275862068965517,0.125
38,27600,RENT,3.0,MEDICAL,D,5000,14.59,0.18,Y,16,0.18115942028985507,0.07894736842105263
21,55600,RENT,2.0,PERSONAL,A,6000,,0.11,N,3,0.1079136690647482,0.09523809523809523
25,48000,RENT,1.0,EDUCATION,A,3000,9.32,0.06,N,4,0.0625,0.04
35,14400,OWN,2.0,DEBTCONSOLIDATION,B,5550,10.37,0.39,N,8,0.3854166666666667,0.05714285714285714
56,70000,MORTGAGE,17.0,PERSONAL,A,2500,5.99,0.04,N,23,0.03571428571428571,0.30357142857142855
28,42000,RENT,3.0,DEBTCONSOLIDATION,B,2000,11.49,0.05,N,5,0.047619047619047616,0.10714285714285714
35,75573,MORTGAGE,9.0,HOMEIMPROVEMENT,B,22000,9.88,0.29,N,8,0.2911092585976473,0.2571428571428571
32,83300,RENT,0.0,MEDICAL,D,19600,17.19,0.2,Y,7,0.23529411764705882,0.0
36,60000,RENT,1.0,PERSONAL,C,7200,,0.12,Y,12,0.12,0.027777777777777776
27,49000,RENT,0.0,MEDICAL,B,11000,,0.22,N,10,0.22448979591836735,0.0
38,60000,MORTGAGE,9.0,EDUCATION,E,16000,16.35,0.27,N,17,0.26666666666666666,0.23684210526315788
27,76000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,10.99,0.13,N,9,0.13157894736842105,0.07407407407407407
25,120000,MORTGAGE,7.0,MEDICAL,A,4000,5.42,0.03,N,3,0.03333333333333333,0.28
25,51000,RENT,0.0,MEDICAL,C,9600,,0.19,Y,2,0.18823529411764706,0.0
29,88000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,13.85,0.17,Y,6,0.17045454545454544,0.10344827586206896
28,51000,RENT,3.0,HOMEIMPROVEMENT,A,10000,6.92,0.2,N,8,0.19607843137254902,0.10714285714285714
43,80000,MORTGAGE,3.0,PERSONAL,A,10000,,0.13,N,16,0.125,0.06976744186046512
23,39975,RENT,0.0,PERSONAL,C,7500,,0.19,Y,2,0.18761726078799248,0.0
25,80000,RENT,0.0,MEDICAL,B,11200,,0.14,N,2,0.14,0.0
24,140000,MORTGAGE,3.0,PERSONAL,A,4475,7.49,0.03,N,4,0.031964285714285716,0.125
30,36933,RENT,2.0,PERSONAL,C,5000,11.91,0.14,Y,6,0.13538028321555248,0.06666666666666667
22,82000,RENT,2.0,EDUCATION,B,1600,11.89,0.02,N,2,0.01951219512195122,0.09090909090909091
24,70000,RENT,5.0,HOMEIMPROVEMENT,C,14400,12.23,0.21,N,4,0.2057142857142857,0.20833333333333334
27,77000,MORTGAGE,0.0,EDUCATION,E,15000,17.74,0.19,Y,6,0.19480519480519481,0.0
22,84600,MORTGAGE,4.0,VENTURE,A,6000,,0.07,N,4,0.07092198581560284,0.18181818181818182
23,100000,MORTGAGE,1.0,PERSONAL,B,9125,11.11,0.09,N,3,0.09125,0.043478260869565216
24,20000,RENT,5.0,EDUCATION,B,8000,10.99,0.4,N,4,0.4,0.20833333333333334
24,97000,MORTGAGE,3.0,EDUCATION,C,6400,15.96,0.07,N,3,0.06597938144329897,0.125
31,68000,RENT,4.0,DEBTCONSOLIDATION,A,12000,7.66,0.18,N,8,0.17647058823529413,0.12903225806451613
26,24000,RENT,2.0,PERSONAL,C,7000,12.99,0.29,N,3,0.2916666666666667,0.07692307692307693
29,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,15000,12.87,0.25,N,5,0.25,0.2413793103448276
26,110000,MORTGAGE,4.0,VENTURE,B,5000,9.63,0.05,N,2,0.045454545454545456,0.15384615384615385
32,51000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,11.36,0.29,N,9,0.29411764705882354,0.0625
22,87000,MORTGAGE,0.0,PERSONAL,B,8000,12.21,0.09,N,4,0.09195402298850575,0.0
30,40000,RENT,0.0,PERSONAL,C,4200,12.68,0.1,N,7,0.105,0.0
23,40000,MORTGAGE,3.0,VENTURE,B,4000,9.99,0.1,N,4,0.1,0.13043478260869565
28,240000,RENT,2.0,MEDICAL,B,6000,11.46,0.03,N,6,0.025,0.07142857142857142
23,101138,MORTGAGE,2.0,EDUCATION,C,20500,13.48,0.2,N,4,0.20269334968063438,0.08695652173913043
25,150000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,15000,6.54,0.1,N,2,0.1,0.12
32,50000,MORTGAGE,5.0,MEDICAL,A,9600,6.76,0.19,N,10,0.192,0.15625
23,60000,RENT,0.0,VENTURE,A,8400,7.49,0.14,N,3,0.14,0.0
25,122000,MORTGAGE,1.0,PERSONAL,C,35000,13.8,0.29,Y,3,0.28688524590163933,0.04
27,61000,RENT,7.0,PERSONAL,B,13000,10.59,0.21,N,8,0.21311475409836064,0.25925925925925924
23,39996,RENT,0.0,EDUCATION,C,6000,11.66,0.15,N,3,0.15001500150015,0.0
24,27000,RENT,1.0,MEDICAL,D,1500,16.29,0.06,Y,4,0.05555555555555555,0.041666666666666664
39,85000,RENT,7.0,EDUCATION,B,12000,10.74,0.14,N,13,0.1411764705882353,0.1794871794871795
28,175000,RENT,4.0,VENTURE,B,24500,,0.14,N,8,0.14,0.14285714285714285
29,86000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8400,,0.1,N,10,0.09767441860465116,0.3103448275862069
23,21600,RENT,0.0,PERSONAL,C,4200,15.23,0.19,N,4,0.19444444444444445,0.0
32,21360,RENT,1.0,VENTURE,C,1800,12.99,0.08,N,8,0.08426966292134831,0.03125
22,36000,RENT,2.0,VENTURE,B,10000,11.14,0.28,N,3,0.2777777777777778,0.09090909090909091
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,,0.14,Y,2,0.1411764705882353,0.11538461538461539
21,25000,RENT,0.0,DEBTCONSOLIDATION,A,3800,8.59,0.15,N,2,0.152,0.0
22,30000,RENT,3.0,MEDICAL,C,3500,13.92,0.12,N,4,0.11666666666666667,0.13636363636363635
26,80000,OWN,5.0,PERSONAL,C,7000,13.22,0.09,Y,2,0.0875,0.19230769230769232
22,49000,RENT,3.0,DEBTCONSOLIDATION,D,9600,,0.2,N,2,0.19591836734693877,0.13636363636363635
29,29000,RENT,1.0,HOMEIMPROVEMENT,A,9000,6.54,0.31,N,9,0.3103448275862069,0.034482758620689655
24,48000,MORTGAGE,0.0,EDUCATION,B,4400,11.83,0.09,N,2,0.09166666666666666,0.0
29,36000,MORTGAGE,2.0,PERSONAL,D,20000,,0.56,N,6,0.5555555555555556,0.06896551724137931
36,33000,RENT,2.0,HOMEIMPROVEMENT,D,10800,14.96,0.33,Y,15,0.32727272727272727,0.05555555555555555
25,36400,RENT,2.0,PERSONAL,B,18200,9.91,0.5,N,4,0.5,0.08
23,65000,RENT,0.0,MEDICAL,A,6000,9.63,0.09,N,3,0.09230769230769231,0.0
41,54000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,6.17,0.11,N,14,0.1111111111111111,0.04878048780487805
25,43200,RENT,3.0,PERSONAL,C,3000,13.8,0.07,Y,3,0.06944444444444445,0.12
47,77533,MORTGAGE,19.0,EDUCATION,B,25000,10.99,0.32,N,14,0.3224433467039841,0.40425531914893614
24,27600,RENT,4.0,PERSONAL,D,7000,15.62,0.25,Y,4,0.2536231884057971,0.16666666666666666
29,33600,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.92,0.15,Y,10,0.1488095238095238,0.0
27,80000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,20000,11.36,0.25,N,5,0.25,0.037037037037037035
22,30000,RENT,3.0,VENTURE,C,3500,14.22,0.12,N,4,0.11666666666666667,0.13636363636363635
26,27031,RENT,2.0,VENTURE,B,6000,9.99,0.22,N,4,0.22196737079649292,0.07692307692307693
32,82000,MORTGAGE,13.0,PERSONAL,B,10000,10.36,0.12,N,9,0.12195121951219512,0.40625
31,69000,RENT,12.0,HOMEIMPROVEMENT,A,16000,5.99,0.23,N,6,0.2318840579710145,0.3870967741935484
32,52392,RENT,9.0,HOMEIMPROVEMENT,B,14000,,0.27,N,10,0.26721636891128414,0.28125
42,120000,MORTGAGE,0.0,EDUCATION,B,9250,11.86,0.08,N,13,0.07708333333333334,0.0
32,62000,MORTGAGE,3.0,EDUCATION,B,20000,11.36,0.32,N,9,0.3225806451612903,0.09375
29,34900,RENT,2.0,MEDICAL,B,11200,9.99,0.32,N,10,0.3209169054441261,0.06896551724137931
23,21600,RENT,0.0,MEDICAL,C,5400,,0.25,Y,4,0.25,0.0
27,60000,MORTGAGE,4.0,VENTURE,A,8000,7.88,0.13,N,8,0.13333333333333333,0.14814814814814814
23,80000,RENT,5.0,VENTURE,A,18000,8.49,0.23,N,3,0.225,0.21739130434782608
26,87000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,15000,14.74,0.17,Y,3,0.1724137931034483,0.038461538461538464
24,88000,MORTGAGE,0.0,EDUCATION,B,15000,10.2,0.17,N,4,0.17045454545454544,0.0
37,35000,RENT,5.0,MEDICAL,A,4000,9.32,0.11,N,16,0.11428571428571428,0.13513513513513514
21,37232,RENT,3.0,MEDICAL,B,17500,12.53,0.47,N,2,0.4700257842715943,0.14285714285714285
28,61000,RENT,3.0,VENTURE,B,5000,10.37,0.08,N,7,0.08196721311475409,0.10714285714285714
26,145992,MORTGAGE,0.0,EDUCATION,D,20000,,0.14,Y,2,0.13699380787988383,0.0
27,51600,RENT,4.0,VENTURE,A,12000,6.99,0.23,N,9,0.23255813953488372,0.14814814814814814
26,40000,MORTGAGE,5.0,MEDICAL,A,16000,,0.4,N,3,0.4,0.19230769230769232
35,55000,MORTGAGE,14.0,PERSONAL,A,15000,8.49,0.27,N,10,0.2727272727272727,0.4
33,102000,RENT,2.0,MEDICAL,D,3600,,0.03,Y,6,0.03529411764705882,0.06060606060606061
24,24000,RENT,3.0,DEBTCONSOLIDATION,B,10000,10.38,0.42,N,4,0.4166666666666667,0.125
23,65488,RENT,1.0,DEBTCONSOLIDATION,B,10000,11.86,0.15,N,3,0.152699731248473,0.043478260869565216
22,36000,OWN,4.0,PERSONAL,A,3250,7.75,0.09,N,2,0.09027777777777778,0.18181818181818182
34,91800,MORTGAGE,0.0,MEDICAL,F,25000,15.83,0.23,Y,9,0.27233115468409586,0.0
46,80000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,6.17,0.13,N,13,0.125,0.06521739130434782
29,55476,MORTGAGE,1.0,MEDICAL,D,10000,15.33,0.18,Y,8,0.18025812964164684,0.034482758620689655
22,44172,RENT,4.0,PERSONAL,B,15000,10.37,0.34,N,3,0.3395816354251562,0.18181818181818182
29,63600,RENT,5.0,DEBTCONSOLIDATION,B,12000,12.42,0.19,N,8,0.18867924528301888,0.1724137931034483
27,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,12000,16.49,0.22,N,10,0.2222222222222222,0.0
22,140000,RENT,0.0,EDUCATION,B,10000,9.99,0.07,N,2,0.07142857142857142,0.0
24,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,,0.24,N,3,0.24,0.125
23,65000,RENT,0.0,MEDICAL,B,20000,10.65,0.31,N,3,0.3076923076923077,0.0
23,91092,MORTGAGE,2.0,PERSONAL,C,10000,13.43,0.11,N,2,0.10977912440170377,0.08695652173913043
28,54263,RENT,0.0,HOMEIMPROVEMENT,C,3500,11.66,0.06,N,5,0.06450067264987192,0.0
24,12000,OWN,4.0,PERSONAL,B,2500,12.69,0.21,N,4,0.20833333333333334,0.16666666666666666
22,50000,RENT,4.0,EDUCATION,A,10000,9.32,0.2,N,2,0.2,0.18181818181818182
24,75000,RENT,4.0,HOMEIMPROVEMENT,C,3000,,0.04,N,4,0.04,0.16666666666666666
27,150000,OWN,0.0,EDUCATION,A,10000,8.59,0.07,N,6,0.06666666666666667,0.0
25,80000,RENT,0.0,DEBTCONSOLIDATION,B,16000,9.88,0.2,N,3,0.2,0.0
